id,happiness
8001,3.8008558108987214
8002,2.9788818061721383
8003,3.4699481094140827
8004,4.325114470631696
8005,3.2810193467016395
8006,4.399748530330219
8007,3.9110894533541476
8008,4.4779215246982975
8009,4.0487856195731995
8010,2.86328420102817
8011,2.972029049257613
8012,3.697271005935774
8013,4.163301982589102
8014,3.5594219061546464
8015,3.5383796273902473
8016,4.565064060080214
8017,3.6598827251683472
8018,4.344905008089943
8019,3.8345524041157257
8020,3.959976819371345
8021,4.085050302640382
8022,3.736791210475629
8023,4.105147113941279
8024,3.81328170139563
8025,3.08924162257117
8026,4.053726704217732
8027,4.264594896082119
8028,3.9083168917517894
8029,4.492068174317473
8030,4.257533985633614
8031,3.862744226783674
8032,4.235377674297213
8033,4.060439563735526
8034,3.5076230427697155
8035,3.450275746097626
8036,4.519161676390448
8037,4.057663682103181
8038,4.042325269501782
8039,3.7840616953084414
8040,4.118268620334568
8041,4.26223523344333
8042,3.7604651199201355
8043,4.000896687269823
8044,3.7784880090873583
8045,4.360554922132616
8046,4.035319826911254
8047,4.413263881291241
8048,3.9037738057290543
8049,3.8149281263157375
8050,4.496124897894536
8051,3.64905695824042
8052,4.151070931559086
8053,2.951227005150968
8054,3.9664283346898506
8055,4.200213575159936
8056,2.8474928321779607
8057,3.8518798917242156
8058,3.361761798888726
8059,2.8997985019670054
8060,4.2364076909371935
8061,3.2357647110861936
8062,3.3872584349470967
8063,3.94516872143118
8064,4.111794467495644
8065,4.085545426216036
8066,4.140179057200836
8067,4.075292973827037
8068,4.0004602060887855
8069,3.691930993816759
8070,4.055625028917733
8071,4.047184192266354
8072,4.3535600041947085
8073,3.647959657213197
8074,3.860364431923471
8075,3.329395041771887
8076,3.8268219600728526
8077,3.4971707674392962
8078,3.6793257036004503
8079,4.517883179592948
8080,4.029225145141192
8081,4.0096510798880205
8082,3.9854302670841806
8083,4.42283811747049
8084,4.3538669653810524
8085,4.450513392692276
8086,4.184636886492251
8087,4.151908419136927
8088,4.170290033719808
8089,3.630089517484921
8090,3.8675700275100042
8091,4.148751868222326
8092,3.8275651585168213
8093,4.213060840315658
8094,4.246221711829499
8095,4.800157417887029
8096,3.3736202474615347
8097,4.345292902918872
8098,3.863639124020386
8099,3.6313051978810096
8100,4.029536083811224
8101,4.08826083755822
8102,4.073819465388754
8103,3.5529361656751814
8104,4.6089058450868645
8105,4.029416486433869
8106,4.305090764598894
8107,4.2648119324954985
8108,4.084846290107858
8109,3.7285049877166747
8110,3.6414336006057653
8111,4.265570055293165
8112,3.5789893062489013
8113,3.8299973001458367
8114,4.439941929700768
8115,3.929224143424751
8116,4.2458200712077545
8117,3.7764782720108205
8118,3.6763425691699725
8119,4.093806138079759
8120,4.497871472975823
8121,3.200871297655535
8122,4.2136914866472575
8123,3.6015403680304248
8124,3.763956489684704
8125,4.179228157741206
8126,4.608530889353074
8127,1.9045177874803356
8128,4.009941244596824
8129,3.807584931031294
8130,3.9477723695893747
8131,3.8966879622676203
8132,4.2661817151313555
8133,4.203483537433647
8134,4.208251002545874
8135,3.9624480085608145
8136,4.505439110467278
8137,4.161087507370052
8138,3.5737215970957164
8139,3.8300863040190825
8140,3.040367034736912
8141,3.9950523022458038
8142,3.8029800100386595
8143,4.4382597474247625
8144,3.746141813113195
8145,4.151766556389789
8146,2.1309834083852843
8147,3.9993454633534955
8148,2.6549813549256815
8149,3.7164156540174975
8150,3.8151614104109663
8151,2.8766134192819623
8152,4.003268743102571
8153,3.5116860925053053
8154,3.6299239387166455
8155,3.8738315550594917
8156,3.746971903952161
8157,3.7885105302814437
8158,3.2322494884701465
8159,4.0328620480880195
8160,3.9800532666957658
8161,3.5295564154401107
8162,3.977459221492566
8163,4.109962487616035
8164,3.8552592117641673
8165,4.152642675586813
8166,4.272346958502526
8167,3.806183334912403
8168,2.93237352680581
8169,3.15500479937364
8170,3.81900109649313
8171,3.927493265127895
8172,4.013963005254775
8173,3.715769231745462
8174,3.4669508262669693
8175,3.7423860301475944
8176,4.154255192311891
8177,2.4329956844216674
8178,4.441841553543624
8179,4.147429632499588
8180,3.2194543206393744
8181,3.6588466542831246
8182,4.0448382313353655
8183,3.7151807027689614
8184,3.7449582637328973
8185,3.1686531220513614
8186,3.3478024582908326
8187,4.1294407597252105
8188,3.913938253445158
8189,3.884708967658446
8190,4.2778206904147105
8191,3.9620451286374228
8192,3.857766132431644
8193,3.913370446991864
8194,3.899888845563212
8195,4.437242862697989
8196,3.1042672974885006
8197,4.020866334750641
8198,4.159042439526717
8199,4.237386160855389
8200,4.804201135033643
8201,3.4382311442730837
8202,4.10529059556963
8203,3.8224476337224758
8204,4.149852328666017
8205,4.157559918175857
8206,3.91798456360336
8207,3.9010522197317314
8208,4.007222606648775
8209,3.765736115538729
8210,3.7325549285748267
8211,3.5746539278652634
8212,4.227271682931448
8213,4.497668672646615
8214,4.051357655919138
8215,3.603610848073601
8216,4.224390449904881
8217,3.3996812109188483
8218,3.8284311433936917
8219,3.847033531575701
8220,4.095613935132138
8221,4.503107184715837
8222,3.974691215820135
8223,3.0543398613463184
8224,3.84953254145686
8225,4.096900201219049
8226,3.9086069183872962
8227,4.3465589824167
8228,3.2581261992409325
8229,4.1244708260140515
8230,3.268399571843908
8231,3.9356402830749913
8232,3.8670355829916363
8233,3.9835766993139656
8234,3.906525843422583
8235,3.750324340908496
8236,3.1849352987350144
8237,3.7171128338569264
8238,3.9723503487466485
8239,3.463161184539324
8240,3.3902700679494853
8241,3.3261075582569104
8242,3.918389613024164
8243,4.469493358409437
8244,4.081104689680909
8245,3.471287080625022
8246,3.944096070121791
8247,3.954880226357351
8248,4.121108156332174
8249,4.331506128559904
8250,4.046874177591178
8251,4.224227696558871
8252,4.339998394753415
8253,3.82225949644962
8254,3.834048576455823
8255,3.700681281696363
8256,3.505909842953175
8257,3.993978261631506
8258,2.8060326646201843
8259,4.334141203446464
8260,3.807437223652979
8261,4.3176225598953035
8262,3.9752232624423187
8263,4.023846499640207
8264,3.9535067217323956
8265,4.4744908193595405
8266,3.281482937844196
8267,3.8967327571937713
8268,3.934086403484523
8269,3.5272347989855906
8270,3.5859231648141052
8271,2.7056094586785386
8272,4.070442900980274
